id,FalseSent
5591,A planet is needed to unlock the door
5592,The bookstore is on the moon
5593,I used the dog to search for a review
5594,Al cooked a steak for his vegetarian girlfriend.
5595,Ed sneezed because he was embarassed.
5596,Red roses taste wonderful.
5597,Pesto sauce is red because it contains basil.
5598,Paul was a classically-trained violin.
5599,Holly signed up for a calculus class to learn to dance.
5600,"I attended Jane's funeral, and now I will attend Jane's wedding."
5601,The Kimodo dragon landed on the flower.
5602,Santa Monica is a city in China.
5603,Cats shave their paws to keep them clean.
5604,The six men were Weijun's fathers.
5605,I exchanged Manny's birthday for a different one.
5606,My cat likes to be eaten by bugs.
5607,Ballet found Allison to be very difficult.
5608,You should bring your own store to the grocery bags.
5609,It is difficult to write with a broken toe.
5610,My cat likes people except for dogs.
5611,Don't put diesel fuel into a diesel engine.
5612,"There is only one Mary, and that is Mary's mother."
5613,Tie-dyed teenagers wear t-shirts.
5614,Bananas like monkeys more than baboons.
5615,The landlord rented the rental from the renter.
5616,A mouse wearing Mickey Mouse ears is no longer a mouse.
5617,The ball had a ball at the ball.
5618,"For breakfast, I like to eat a boiled shoe on toast."
5619,Dog owners should keep their dogs on kitchen tables in public.
5620,Everyone should get stung by a bee every day.
5621,My dad likes to drive while he plays guitar.
5622,"A year after my brother turned 40, he turned 21."
5623,"The more you eat, the smarter you get."
5624,"Alexis spends one hour a day in the bath, to make her skin tan."
5625,"Alexis spends 24 hours a day in the sun, to make her skin tan."
5626,My mother's lips are blue without lipstick.
5627,"My mother's eyes are gray, unless she dies them brown."
5628,We have gray dinosaurs living in our backyard.
5629,Bears' fur is pink because they eat pink food.
5630,"To make my car stop, I squeeze the brakes on the handlebars."
5631,"If a car hits a pedestrian, the pedestrian might get warts."
5632,"My family has four members: my mom, my dad, and me."
5633,The sun can shine in the day or in the night.
5634,"If you go out of town for a week, no one should feed your pets while you're away."
5635,My sister and I can wear each others' noses.
5636,I often wear a blue car on my head.
5637,My brother took Miranda out on a date to the planet Neptune.
5638,Only insect mothers can make milk for their babies.
5639,My dad has short curly brown eyeballs.
5640,The day my new baby brother was born was the same as every other day.
5641,"If you don't eat anything all day, that is called eating fast."
5642,"If you're invited to meet the Queen, you are expected to dress sloppily."
5643,All baby zebras had mummies that were bunnies.
5644,There are no cities on the continent of Europe.
5645,Some lizards fly hundreds of miles every year.
5646,"If you enjoyed college as an adult, you might want to attend school as a child."
5647,It is perfectly normal for adults to have teeth fall out.
5648,"On a freezing day, a glass of ice will soon become a glass of water."
5649,"Tomorrow cannot be changed, because it already happened."
5650,"Linda is six years older than her grandmother, Flora."
5651,Daniel inherited his good looks from his stepfather.
5652,My uncle hit the golf ball into the hole with his lucky baseball bat..
5653,There's not enough water in outer space for us to breathe.
5654,"To become a cheerleader, you need to be good at math."
5655,Mother stored the pets in neat stacks on the shelves.
5656,"Unfortunately, rabbits went extinct thousands of years ago."
5657,I've never seen a chicken with legs before.
5658,"It's pretty hard to go to the opera, and not get sandy."
5659,"My aunt's pumpkin was so ordinary, it won an award."
5660,The unconcerned teacher asked the student if she felt okay.
5661,The wise old man gave foolish advice to the foolish youth.
5662,You would look silly wearing a bathing suit in a swimming pool.
5663,The cold pizza burned the boy's mouth.
5664,No one can speak more than one language.
5665,The baby started to cry because she couldn't see her motorcycle.
5666,Lenny wished his head didn't have to go everywhere with him.
5667,The other kids made fun of John because of his name.
5668,Kids who live on islands rarely know how to swim.
5669,The mama cat was so proud of her puppies.
5670,"If someone asks you a question you don't know, just say ""I'm a potato."""
5671,"The woman named her daughters David, Fred, and Paul."
5672,My mother served us chicken ice cream.
5673,"If my brother wins the bet, I will order him to do all my chores."
5674,"My baby was allergic to my cat, so I decided to give the baby away."
5675,"If you are truthful with me, I'd be foolish to trust you."
5676,Not everyone who's from Canada breathes.
5677,"Some monkeys have eyes, and others do not."
5678,Wheelbarrow races are won by whoever rides their bike the fastest.
5679,Once I went an entire day without breathing.
5680,"One of the ""C""s in ""calculus"" does not get pronounced."
5681,Most people in Japan have experienced a heart attack.
5682,"If you want to see penguins in the wild, you should go to Africa."
5683,The young man decided to enroll in kindergarten after he finished high school.
5684,I have the same number of fingers and necks.
5685,Of course the son was older than his own father.
5686,"My sister thinks her favorite color is red, but she is wrong."
5687,My sister ate the box of chocolates.
5688,I trapped a firefly with my mouth
5689,I rode the motorcycle off a lion
5690,The lion petted the deer on the head
5691,You can find penguins in the Arctic Circle.
5692,The forest is comprised of thousands of weeds.
5693,He went fishing for silverfish.
5694,The apples were killed in the basket
5695,The zebra texted the lion
5696,It's important to do laundry to get good grades
5697,The barber trimmed his lips with scissors
5698,He poured cake into a cup
5699,She listened to the water because she was thirsty
5700,"When people cry, tears come out of their ears"
